"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Cod_Produto","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","CARPINA","SUS","CARPINA","MEDICAMENTOS CONTROLADOS","3365964.1",224,0,4536,"Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3339106.1696",60,0,"511.2","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","2659565.1361",15750,0,3150,"Sim"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS","4169255.1911",180,0,"376.2","Nao"
"Outros","PRIMAVERA","SUS","PRIMAVERA","NUTRIÇÃO","4008774.21",1800,0,378,"Sim"
"Outros","OLINDA","FILANTRÓPICO","OLINDA","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","4604920.1",12,0,"4198.8","Sim"
"Outros","SÃO LOURENÇO DA MATA","SUS","SÃO LOURENÇO DA MATA","MEDICAMENTOS CONTROLADOS","3339106.1696",1200,0,12696,"Sim"
"Outros","NAZARÉ DA MATA","FILANTRÓPICO","NAZARÉ DA MATA","MEDICAMENTOS CONTROLADOS","3377555.2339",2400,0,29592,"Nao"
"Outros","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","4289595.1990",360,0,"18849.6","Sim"
"Outros","CUSTÓDIA","FILANTRÓPICO","CUSTÓDIA","MEDICAMENTOS","3499987.1862",190,0,"474333.1","Sim"
"Outros","LAJEDO","SUS","LAJEDO","MEDICAMENTOS","3383563.1",3000,0,201660,"Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3383547.1765",9000,0,773910,"Nao"
"Outros","GAMELEIRA","SUS","GAMELEIRA","MEDICAMENTOS","3896226.1473",1456,0,"160902.56","Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS CONTROLADOS","3393852.1",1620,0,"19828.8","Nao"
"Pregão","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS CONTROLADOS","3356795.1",4800,0,1056,"Nao"
"Dispensa","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","4423526.1990",360,0,"993.6","Sim"
"Dispensa","CALÇADO","SUS","CALÇADOS","MEDICAMENTOS","4213327.1911",720,0,"51055.2","Nao"
"Outros","PALMARES","PRIVADO","PALMARES","MEDICAMENTOS","3140776.1",120,0,"50.4","Sim"
"Outros","PALMARES","PRIVADO","TJPE","MEDICAMENTOS","3167780.1473",160,0,8,"Nao"
"Outros","OLINDA","SUS","JFPE","MEDICAMENTOS","3471810.1650",12,0,"3786.36","Sim"
"Outros","JABOATÃO DOS GUARARAPES","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3167577.1473",30,0,"14.1","Nao"
"Outros","BELÉM DO SÃO FRANCISCO","FILANTRÓPICO","SALGUEIRO","MEDICAMENTOS","3401502.1",60,0,9,"Nao"
"Outros","RECIFE","FILANTRÓPICO","TJPE","MEDICAMENTOS","4329856.1990",120,0,"621.6","Nao"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS","4223306.1473",140,0,"390.6","Sim"
"Outros","VITÓRIA DE SANTO ANTÃO","SUS","JEFPC","MEDICAMENTOS","3805492.1990",90,0,"142.2","Sim"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS","2858266.1653",3,0,"12485.55","Sim"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3206220.1",30,0,"21.6","Nao"
"Outros","ABREU E LIMA","FILANTRÓPICO","TJPE","MEDICAMENTOS CONTROLADOS","3166511.1473",180,0,"142.2","Sim"
"Outros","SALGUEIRO","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","3182991.114",18,0,117,"Nao"
"Outros","VITÓRIA DE SANTO ANTÃO","SUS","VITÓRIA DE SANTO ANTÃO","NUTRIÇÃO","2877880.21",19200,0,2304,"Sim"
"Pregão","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3366715.1",37,"494181.99","494181.99","Sim"
"Dispensa","RECIFE","FILANTRÓPICO","GARANHUNS","NUTRIÇÃO","4562739.21",12000,0,1110,"Sim"
"Dispensa","GARANHUNS","NÃO INFORMADO","GARANHUNS","NUTRIÇÃO","3684377.21",19200,0,1680,"Nao"
"Dispensa","PETROLINA","SUS","PETROLINA","NUTRIÇÃO","4135512.21",57600,0,25920,"Sim"
"Dispensa","ITAÍBA","PRIVADO","PESQUEIRA","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","4566530.1",1,0,1650,"Sim"
"Dispensa","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","2401452.21",6000,0,120,"Nao"
"Outros","RECIFE","PRIVADO","RECIFE","NUTRIÇÃO","2877880.21",1200,0,144,"Nao"
"Dispensa","JAQUEIRA","FILANTRÓPICO","MARAIAL","NUTRIÇÃO","4008774.21",43200,0,9072,"Sim"
"Dispensa","PAULISTA","FILANTRÓPICO","RECIFE","NUTRIÇÃO","4442490.21",25200,0,27720,"Nao"
"Inexigibilidade","TACAIMBÓ","SUS","TACAIMBÓ","MEDICAMENTOS","4339517.1473",360,0,"111848.4","Nao"
"Inexigibilidade","VITÓRIA DE SANTO ANTÃO","PRIVADO","RECIFE","MEDICAMENTOS","4048482.1176",27,0,"142737.66","Sim"
"Inexigibilidade","BEZERROS","FILANTRÓPICO","TJPE","MEDICAMENTOS","324621.1653",66,0,"68593.8","Nao"
"Dispensa","CUPIRA","FILANTRÓPICO","CUPIRA","NUTRIÇÃO","4443063.21",19200,0,9408,"Sim"
"Pregão","JUCATI","SUS","JUPI","MATERIAL MEDICO HOSPITALAR","3480070.1",34500,0,10350,"Nao"
"Pregão","TAQUARITINGA DO NORTE","FILANTRÓPICO","TAQUARITINGA DO NORTE","MATERIAL MEDICO HOSPITALAR","2464713.1",7000,0,73220,"Sim"
"Pregão","FEIRA NOVA","SUS","FEIRA NOVA","MEDICAMENTOS CONTROLADOS","3110648.1",600,0,168,"Nao"
"Outros","SÃO CAITANO","SUS","SÃO CAETANO","MATERIAL MEDICO HOSPITALAR","143693.1",180,0,270,"Nao"
"Outros","CAMOCIM DE SÃO FÉLIX","PRIVADO","CAMOCIM DE SÃO FÉLIX","MEDICAMENTOS","3166724.1",10,0,"170.6","Nao"
"Outros","VICÊNCIA","FILANTRÓPICO","VICÊNCIA","MEDICAMENTOS","3987957.2336",60,0,"1005.6","Sim"
"Outros","NAZARÉ DA MATA","SUS","NAZARÉ DA MATA","MEDICAMENTOS","3381943.1242",5,0,600,"Sim"
"Outros","BARREIROS","FILANTRÓPICO","BARREIROS","MEDICAMENTOS","2858266.1653",5,0,"20809.25","Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3182991.114",10,0,"63.9","Nao"
"Dispensa","CAMUTANGA","FILANTRÓPICO","ITAMBÉ","MEDICAMENTOS","3601323.1",360,0,"205.2","Sim"
"Dispensa","CAMUTANGA","FILANTRÓPICO","FERREIROS","MEDICAMENTOS","3140784.1",600,0,282,"Nao"
"Dispensa","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3136159.1",360,0,"496.8","Sim"
"Dispensa","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3411532.1",2106,0,"2232.36","Sim"
"Adesão","RECIFE","SUS","RECIFE","MEDICAMENTOS","3332969.1473",5700,0,3648,"Sim"
"Dispensa","RECIFE","SUS","RECIFE","MEDICAMENTOS","3196364.1034",540,0,"24040.8","Nao"
"Dispensa","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS","3445321.1",180,0,7380,"Sim"
"Dispensa","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS CONTROLADOS","3450325.1",120,0,"9740.4","Sim"
"Dispensa","RECIFE","SUS","JEFPC","MEDICAMENTOS","3118614.1",1200,0,6636,"Nao"
"Dispensa","ABREU E LIMA","SUS","ABREU E LIMA","MEDICAMENTOS CONTROLADOS","3885798.1911",196,0,"1438.64","Nao"
"Outros","RECIFE","SUS","JEFPC","ANTIMICROBIANOS","3069710.1",28,0,"5.04","Sim"
"Outros","RECIFE","SUS","RECIFE","MATERIAL MEDICO HOSPITALAR","3528669.116",6,0,105,"Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3065340.1",40,0,"8.4","Nao"
"Outros","BEZERROS","PRIVADO","TJPE","MEDICAMENTOS","3269817.1",130,0,247,"Sim"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS","3416119.1473",270,0,"62.1","Nao"
"Outros","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3471772.1",30,0,"33.6","Sim"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS","3161382.1",120,0,"52.8","Nao"
"Outros","IATI","PRIVADO","IATI","MEDICAMENTOS","4059603.1988",60,0,"487.2","Sim"
"Outros","ESCADA","FILANTRÓPICO","TJPE","MEDICAMENTOS","4059565.1988",240,0,10476,"Nao"
"Outros","RECIFE","FILANTRÓPICO","TJPE","MEDICAMENTOS","4329856.1990",210,0,"1087.8","Nao"
"Outros","RECIFE","SUS","JFPE","MEDICAMENTOS CONTROLADOS","3068633.1",80,0,"19.2","Nao"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3882519.1990",180,0,207,"Sim"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3380653.1473",180,0,"1321.2","Sim"
"Outros","RECIFE","SUS","TJPE","MEDICAMENTOS CONTROLADOS","3355586.1473",28,0,"19.04","Sim"
"Outros","PAULISTA","SUS","PAULISTA","MEDICAMENTOS CONTROLADOS","3323234.1",50,0,29,"Nao"
"Outros","CUPIRA","SUS","CUPIRA","MEDICAMENTOS CONTROLADOS","3182991.114",6,0,"38.34","Sim"
"Dispensa","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS CONTROLADOS","3651380.1473",2520,"3250.8","3250.8","Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3452514.1",523,0,5230,"Sim"
"Dispensa","RECIFE","SUS","RECIFE","MEDICAMENTOS","3503348.1",10,0,"51605.3","Sim"
"Dispensa","CARNAUBEIRA DA PENHA","PRIVADO","FLORESTA","MEDICAMENTOS","4381491.1990",180,0,810,"Sim"
"Dispensa","CARUARU","PRIVADO","SANTA CRUZ DO CAPIBARIBE","MEDICAMENTOS","3924319.1473",616,0,"1478.4","Nao"
"Dispensa","TIMBAÚBA","SUS","TIMBAÚBA","MEDICAMENTOS","4152689.1911",720,0,"229125.6","Sim"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MATERIAL MEDICO HOSPITALAR","153907.1518",50,0,500,"Sim"
"Pregão","VITÓRIA DE SANTO ANTÃO","FILANTRÓPICO","VITÓRIA DE SANTO ANTÃO","MATERIAL MEDICO HOSPITALAR","4047621.1145",18000,0,9000,"Nao"
"Pregão","SALGUEIRO","SUS","SALGUEIRO","NUTRIÇÃO","3725120.21",27600,0,26634,"Nao"
"Pregão","RECIFE","SUS","RECIFE","MATERIAL MEDICO HOSPITALAR","1176536.1",12000,0,2448,"Sim"
"Pregão","RIBEIRÃO","FILANTRÓPICO","RECIFE","MATERIAL MEDICO HOSPITALAR","1943960.1",80,0,3120,"Nao"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","TJPE","MATERIAL MEDICO HOSPITALAR","3392813.1",12000,0,8880,"Nao"
"Outros","RECIFE","SUS","RECIFE","MEDICAMENTOS","3200698.1473",60,0,"32.4","Sim"
"Outros","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","3071170.1473",60,0,39,"Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3828654.1439",2,0,"60.04","Sim"
"Outros","SÃO BENTO DO UNA","SUS","CARUARU","MEDICAMENTOS","4110900.1473",84,0,"14945.28","Nao"
"Outros","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3182959.1473",84,0,"8.4","Sim"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS","3364534.1370",50,0,"4380.5","Nao"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS CONTROLADOS","3381951.1",3300,0,891,"Nao"
"Pregão","PALMARES","SUS","PALMARES","MEDICAMENTOS","3503348.1",80,0,"412842.4","Nao"
"Dispensa","RECIFE","SUS","TJPE","MATERIAL MEDICO HOSPITALAR","4111737.1",1,0,13800,"Sim"
"Dispensa","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MATERIAL MEDICO HOSPITALAR","3943585.4",6,0,3990,"Sim"
"Dispensa","RECIFE","FILANTRÓPICO","TJPE","MATERIAL MEDICO HOSPITALAR","3943607.4",6,0,2640,"Sim"
"Dispensa","CORTÊS","SUS","CORTÊS","MATERIAL MEDICO HOSPITALAR","4111672.1",12,0,"1258.8","Nao"
"Dispensa","RECIFE","FILANTRÓPICO","JEFPC","MATERIAL MEDICO HOSPITALAR","4111680.1",3,0,1380,"Sim"
"Dispensa","RECIFE","SUS","RECIFE","MATERIAL MEDICO HOSPITALAR","4111699.1",3,0,555,"Nao"
"Dispensa","RECIFE","NÃO INFORMADO","RECIFE","MATERIAL MEDICO HOSPITALAR","4111729.1",1,0,132,"Sim"
"Dispensa","RECIFE","NÃO INFORMADO","RECIFE","MATERIAL MEDICO HOSPITALAR","4130103.1",1,0,190,"Sim"
"Dispensa","BARREIROS","SUS","BARREIROS","MATERIAL MEDICO HOSPITALAR","4133447.1",48,0,"5275.2","Sim"
"Inexigibilidade","PAULISTA","SUS","JFPE","MEDICAMENTOS","3342590.1",3600,0,6984,"Nao"
"Pregão","RECIFE","SUS","RECIFE","MEDICAMENTOS CONTROLADOS","3374645.1911",10800,0,24948,"Sim"
"Pregão","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3377989.1990",25020,0,"220926.6","Sim"
"Dispensa","RECIFE","SUS","JFPE","MEDICAMENTOS","3459438.1",300,0,5697,"Nao"
"Inexigibilidade","CABO DE SANTO AGOSTINHO","SUS","JFPE","MEDICAMENTOS","3126935.1653",24,0,"875893.2","Nao"
"Pregão","LAJEDO","SUS","JFPE","MEDICAMENTOS","3575802.2409",100,0,65711,"Sim"
"Dispensa","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3474046.1911",336,0,"40716.48","Nao"
"Pregão","PAULISTA","FILANTRÓPICO","PAULISTA","MEDICAMENTOS","4201477.1990",4500,0,235620,"Nao"
"Dispensa","OLINDA","SUS","JFPE","MEDICAMENTOS","3687015.2050",60,0,"69343.8","Sim"
"Pregão","OLINDA","SUS","JFPE","MEDICAMENTOS","3429652.1911",2000,0,207620,"Nao"
"Pregão","RECIFE","SUS","TJPE","MEDICAMENTOS","3343960.1653",270,0,540000,"Sim"
"Pregão","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS","4213327.1911",7920,0,"561607.2","Nao"
"Dispensa","CAMARAGIBE","SUS","JEFPC","MEDICAMENTOS","3109992.1",140,"4818.8","4818.8","Sim"
"Dispensa","GRAVATÁ","NÃO INFORMADO","GRAVATÁ","MEDICAMENTOS","3924386.1",924,"5488.56","5488.56","Nao"
"Dispensa","BARREIROS","SUS","RECIFE","MEDICAMENTOS","4447514.1933",2,0,"19111.64","Nao"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3411770.1",900,"40.16",9036,"Nao"
"Inexigibilidade","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","4093674.1990",168,0,"87736.32","Sim"
"Dispensa","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3687015.2334",30,0,"28213.2","Sim"
"Dispensa","VITÓRIA DE SANTO ANTÃO","SUS","JEFPC","MEDICAMENTOS","3564983.1",270,0,"70002.9","Sim"
"Pregão","CABO DE SANTO AGOSTINHO","NÃO INFORMADO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3575802.1988",300,0,197133,"Nao"
"Outros","CAMARAGIBE","SUS","CAMARAGIBE","NUTRIÇÃO","4562739.21",6000,0,540,"Sim"
"Outros","JABOATÃO DOS GUARARAPES","SUS","TJPE","NUTRIÇÃO","3684377.21",9600,0,864,"Nao"
"Dispensa","CARUARU","PRIVADO","CARUARU","MEDICAMENTOS","3595501.1990",7000,0,38710,"Sim"
"Dispensa","OLINDA","NÃO INFORMADO","RECIFE","MEDICAMENTOS CONTROLADOS","3373924.1",9000,0,16830,"Sim"
"Dispensa","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3454207.1",150,"22240.5","22240.5","Sim"
"Inexigibilidade","RECIFE","SUS","RECIFE","MEDICAMENTOS","4048482.1176",27,0,"142737.66","Nao"
"Inexigibilidade","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","4048482.1176",27,0,"142737.66","Sim"
"Pregão","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3356310.1990",1620,0,"143807.4","Sim"
"Pregão","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3356310.1990",1260,0,"111850.2","Nao"
"Dispensa","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3804259.1697",608,0,"2018.56","Nao"
"Dispensa","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS CONTROLADOS","3377636.1",2700,0,26946,"Sim"
"Inexigibilidade","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS","4105362.1",12,0,"100784.04","Nao"
"Inexigibilidade","RECIFE","NÃO INFORMADO","RECIFE","MEDICAMENTOS","3334376.1",13,0,"121728.23","Nao"
"Dispensa","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS","3869059.1653",240,0,"128277.6","Sim"
"Dispensa","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3925471.1653",54,0,"96209.1","Nao"
"Dispensa","PETROLINA","PRIVADO","PETROLINA","MATERIAL MEDICO HOSPITALAR","2464705.1",900,0,9990,"Sim"
"Adesão","PALMARES","PRIVADO","PALMARES","MATERIAL MEDICO HOSPITALAR","4043065.1",1,0,78000,"Nao"
"Pregão","JABOATÃO DOS GUARARAPES","SUS","JABOATÃO DOS GUARARAPES","NUTRIÇÃO","4135512.21",309600,0,"139939.2","Sim"
"Dispensa","SALGUEIRO","NÃO INFORMADO","SALGUEIRO","NUTRIÇÃO","3437817.21",55200,0,8280,"Nao"
"Dispensa","PETROLÂNDIA","FILANTRÓPICO","JEFPC","MEDICAMENTOS","3477932.1",18,0,"230702.22","Nao"
"Pregão","PESQUEIRA","FILANTRÓPICO","PESQUEIRA","MEDICAMENTOS CONTROLADOS","3346293.1",180,0,"1270.8","Nao"
"Inexigibilidade","RECIFE","FILANTRÓPICO","JEFPC","MEDICAMENTOS","4427483.1988",10,0,"25549.3","Sim"
"Dispensa","PETROLINA","PRIVADO","JFPE","MEDICAMENTOS","3378098.1911",240,0,"2140.8","Sim"
"Dispensa","RECIFE","SUS","TJPE","MEDICAMENTOS","3936511.1",600,0,6000,"Sim"
"Pregão","PESQUEIRA","SUS","PESQUEIRA","MEDICAMENTOS CONTROLADOS","3196801.1",27120,0,"20068.8","Nao"
"Dispensa","GARANHUNS","NÃO INFORMADO","GARANHUNS","MEDICAMENTOS","3375234.1",600,"33.12",1656,"Sim"
"Pregão","CARUARU","PRIVADO","CARUARU","NUTRIÇÃO","3725120.21",82800,0,"79736.4","Nao"
"Pregão","PETROLÂNDIA","FILANTRÓPICO","PETROLÂNDIA","MATERIAL MEDICO HOSPITALAR","2464705.1",7000,96,67200,"Sim"
"Outros","GARANHUNS","SUS","GARANHUNS","MEDICAMENTOS","3099229.1",20,0,"10.4","Sim"
"Outros","CABO DE SANTO AGOSTINHO","SUS","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3269817.1",60,0,114,"Sim"
"Outros","MACHADOS","FILANTRÓPICO","BOM JARDIM","MEDICAMENTOS","3414418.1",60,0,2145,"Nao"
"Outros","CAMARAGIBE","SUS","CAMARAGIBE","MEDICAMENTOS","3140776.1",90,0,"37.8","Sim"
"Outros","CAMARAGIBE","SUS","CAMARAGIBE","MEDICAMENTOS","3166406.1911",26,0,"19.76","Sim"
"Outros","PETROLINA","FILANTRÓPICO","JFPE","MEDICAMENTOS","3442403.1",30,0,"1563.3","Nao"
"Outros","MACAPARANA","PRIVADO","MACAPARANA","MEDICAMENTOS","4329856.1990",30,0,"155.4","Nao"
"Outros","ESCADA","SUS","ESCADA","MEDICAMENTOS","3206173.1473",40,0,"70.8","Sim"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3207846.1",180,0,"102.6","Nao"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS","3429660.1911",5,0,"92.3","Nao"
"Outros","JABOATÃO DOS GUARARAPES","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3635708.1",56,0,"141.68","Sim"
"Outros","CONDADO","SUS","CONDADO","MEDICAMENTOS","3243249.1473",168,0,15120,"Nao"
"Outros","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS CONTROLADOS","3069885.1",60,0,"2.4","Sim"
"Outros","SANTA TEREZINHA","FILANTRÓPICO","SÃO JOSÉ DO EGITO","MEDICAMENTOS CONTROLADOS","3074340.1990",80,0,"468.8","Nao"
"Adesão","BELO JARDIM","SUS","BELO JARDIM","MATERIAL MEDICO HOSPITALAR","4043065.1",1,0,78000,"Sim"
"Pregão","SALGUEIRO","SUS","SALGUEIRO","MATERIAL MEDICO HOSPITALAR","4061810.1",3120,0,35256,"Nao"
"Inexigibilidade","SURUBIM","FILANTRÓPICO","SURUBIM","MEDICAMENTOS","4048482.1176",18,0,"94946.94","Nao"
"Adesão","LIMOEIRO","FILANTRÓPICO","LIMOEIRO","MEDICAMENTOS","3383598.1653",6,0,"2298.24","Nao"
"Pregão","BELO JARDIM","NÃO INFORMADO","JFPE","MEDICAMENTOS","3371654.1881",60,0,"206.4","Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS","3371646.1473",3600,0,9000,"Sim"
"Pregão","RECIFE","SUS","JFPE","MEDICAMENTOS","3167330.1690",50,2000,2000,"Sim"
"Pregão","RECIFE","SUS","PALMARES","MEDICAMENTOS","3452271.1",300,0,1532331,"Nao"
"Pregão","PETROLINA","PRIVADO","PETROLINA","NUTRIÇÃO","413551.21",103200,0,51084,"Sim"
"Inexigibilidade","PESQUEIRA","NÃO INFORMADO","PESQUEIRA","MEDICAMENTOS","4105362.1",8,0,"67189.36","Nao"
"Dispensa","TABIRA","FILANTRÓPICO","RECIFE","MEDICAMENTOS","4201477.1990",720,0,"37699.2","Sim"
"Adesão","ARCOVERDE","SUS","ARCOVERDE","MEDICAMENTOS","3376893.1990",120000,0,2193600,"Sim"
,"SURUBIM","FILANTRÓPICO","SURUBIM","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","2283875.1",1,0,"1488.6855","Sim"
"Pregão","RECIFE","PRIVADO","JFPE","MEDICAMENTOS","3106870.1",1574,"42.84","4816.44","Nao"
"Pregão","OLINDA","PRIVADO","OLINDA","MEDICAMENTOS","3442306.1473",2400,0,720,"Sim"
"Pregão","CAMARAGIBE","SUS","CAMARAGIBE","MEDICAMENTOS CONTROLADOS","3346560.1473",900,0,324,"Sim"
"Pregão","AFOGADOS DA INGAZEIRA","SUS","AFOGADOS DA INGAZEIRA","MEDICAMENTOS","3360814.1",18,0,"20317.86","Nao"
"Pregão","AFOGADOS DA INGAZEIRA","SUS","AFOGADOS DA INGAZEIRA","MATERIAL MEDICO HOSPITALAR","2602350.1",160000,81600,81600,"Nao"
"Pregão","RECIFE","PRIVADO","JEFPC","MEDICAMENTOS","3345734.1",40,0,"18034.4","Sim"
"Outros","RECIFE","SUS","JEFPC","MEDICAMENTOS","3830012.771",20,0,3669,"Nao"
"Outros","BONITO","SUS","BONITO","MATERIAL MEDICO HOSPITALAR","T01044.1",19,0,"6749.9704","Nao"
"Adesão","ARARIPINA","PRIVADO","ARARIPINA","MEDICAMENTOS CONTROLADOS","3377547.128",110,0,"2352.9","Sim"
"Adesão","RECIFE","FILANTRÓPICO","RECIFE","MEDICAMENTOS CONTROLADOS","3067238.1473",1200,0,48,"Nao"
"Adesão","RECIFE","SUS","JEFPC","MEDICAMENTOS CONTROLADOS","3356523.1473",1200,0,552,"Sim"
"Adesão","JABOATÃO DOS GUARARAPES","NÃO INFORMADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","34584231.1473",3360,0,"1747.2","Nao"
"Pregão","RECIFE","PRIVADO","RECIFE","MEDICAMENTOS CONTROLADOS","3393860.1",300,0,1413,"Sim"
"Outros","JOÃO ALFREDO","FILANTRÓPICO","JOÃO ALFREDO","MEDICAMENTOS CONTROLADOS","3348482.1",90,0,"116.1","Nao"
"Outros","RECIFE","FILANTRÓPICO","RECIFE","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS","2283875.1",1,0,"1488.6855","Nao"
"Inexigibilidade","JABOATÃO DOS GUARARAPES","PRIVADO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3470474.1772",150,0,"751951.5","Nao"
"Outros","OLINDA","NÃO INFORMADO","OLINDA","MEDICAMENTOS","3332969.1473",60,0,"38.4","Sim"
"Outros","VENTUROSA","PRIVADO","VENTUROSA","MEDICAMENTOS","T00008.1",90,0,"2779.2","Sim"
"Dispensa","PETROLINA","PRIVADO","TJPE","MEDICAMENTOS","3477932.1",24,0,"311930.16","Sim"
"Outros","SÃO BENTO DO UNA","SUS","SÃO BENTO DO UNA","NUTRIÇÃO","3636070.1361",30000,0,1800,"Nao"
"Outros","PAULISTA","PRIVADO","JFPE","MEDICAMENTOS","3458610.1176",30,0,"4775.1","Sim"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS","3539156.1",60,0,6120,"Nao"
"Outros","PETROLINA","PRIVADO","PETROLINA","MEDICAMENTOS","3452514.1",262,0,2620,"Sim"
"Outros","PETROLINA","SUS","PETROLINA","MEDICAMENTOS","3196534.1473",60,0,"83.4","Sim"
"Outros","NAZARÉ DA MATA","FILANTRÓPICO","NAZARÉ DA MATA","MEDICAMENTOS CONTROLADOS","3323234.1",250,0,145,"Sim"
"Outros","RECIFE","PRIVADO","TJPE","MEDICAMENTOS CONTROLADOS","3182991.114",6,0,"38.34","Nao"
"Outros","RECIFE","PRIVADO","TJPE","MATERIAL MEDICO HOSPITALAR","3528669.116",24,0,420,"Sim"
"Outros","OLINDA","SUS","OLINDA","MEDICAMENTOS","4268130.1373",5,0,"5098.6","Sim"
"Outros","RECIFE","FILANTRÓPICO","JABOATÃO DOS GUARARAPES","MEDICAMENTOS","3148521.1512",2,0,"75.86","Nao"
"Outros","RECIFE","FILANTRÓPICO","JFPE","MEDICAMENTOS","3259102.1473",96,0,"23.04","Nao"
"Outros","RECIFE","SUS","RECIFE","NUTRIÇÃO","3868494.21",6000,0,1440,"Sim"
"Outros","CABO DE SANTO AGOSTINHO","NÃO INFORMADO","CABO DE SANTO AGOSTINHO","MEDICAMENTOS","3114023.1653",42,0,"124902.12","Nao"
