"Tipo_Aquisicao","Municipio","Origem","Comarca","Conta_Contabil","Qtd_Comprada","Valor_a_receber","Valor_Comprado","Restituido"
"Outros","Zona_da_mata","FILANTRÓPICO","JFPE","MEDICAMENTOS",5,0,"20809.25","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS CONTROLADOS",10,0,"63.9","Nao"
"Dispensa","Sertao","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",360,0,"205.2","Sim"
"Dispensa","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",600,0,282,"Nao"
"Dispensa","Zona_da_mata","SUS","Recife","MEDICAMENTOS",360,0,"496.8","Sim"
"Dispensa","Zona_da_mata","SUS","Recife","MEDICAMENTOS CONTROLADOS",2106,0,"2232.36","Sim"
"Adesão","Grande_recife","SUS","TJPE","MEDICAMENTOS",5700,0,3648,"Sim"
"Dispensa","Agreste","SUS","Recife","MEDICAMENTOS",540,0,"24040.8","Nao"
"Dispensa","Sertao","FILANTRÓPICO","JEFPC","MEDICAMENTOS",180,0,7380,"Sim"
"Dispensa","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS CONTROLADOS",120,0,"9740.4","Sim"
"Dispensa","Sertao","SUS","Recife","MEDICAMENTOS",1200,0,6636,"Nao"
"Dispensa","Grande_recife","SUS","TJPE","MEDICAMENTOS CONTROLADOS",196,0,"1438.64","Nao"
"Outros","Grande_recife","SUS","Jaboatao","ANTIMICROBIANOS",28,0,"5.04","Sim"
"Outros","Grande_recife","SUS","Jaboatao","MATERIAL MEDICO HOSPITALAR",6,0,105,"Nao"
"Outros","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS",40,0,"8.4","Nao"
"Outros","Zona_da_mata","PRIVADO","Olinda","MEDICAMENTOS",130,0,247,"Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",270,0,"62.1","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",30,0,"33.6","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS",120,0,"52.8","Nao"
"Outros","Agreste","PRIVADO","Recife","MEDICAMENTOS",60,0,"487.2","Sim"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",240,0,10476,"Nao"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",210,0,"1087.8","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS CONTROLADOS",80,0,"19.2","Nao"
"Outros","Agreste","FILANTRÓPICO","JEFPC","MEDICAMENTOS CONTROLADOS",180,0,207,"Sim"
"Outros","Grande_recife","SUS","Olinda","MEDICAMENTOS CONTROLADOS",180,0,"1321.2","Sim"
"Outros","Zona_da_mata","SUS","JFPE","MEDICAMENTOS CONTROLADOS",28,0,"19.04","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS CONTROLADOS",50,0,29,"Nao"
"Outros","Sertao","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",6,0,"38.34","Sim"
"Dispensa","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",2520,"3250.8","3250.8","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",523,0,5230,"Sim"
"Dispensa","Zona_da_mata","SUS","Recife","MEDICAMENTOS",10,0,"51605.3","Sim"
"Dispensa","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",180,0,810,"Sim"
"Dispensa","Agreste","PRIVADO","Recife","MEDICAMENTOS",616,0,"1478.4","Nao"
"Dispensa","Sertao","SUS","JEFPC","MEDICAMENTOS",720,0,"229125.6","Sim"
"Pregão","Grande_recife","SUS","TJPE","MATERIAL MEDICO HOSPITALAR",50,0,500,"Sim"
"Pregão","Sertao","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",18000,0,9000,"Nao"
"Pregão","Grande_recife","SUS","TJPE","NUTRIÇÃO",27600,0,26634,"Nao"
"Pregão","Grande_recife","SUS","Jaboatao","MATERIAL MEDICO HOSPITALAR",12000,0,2448,"Sim"
"Pregão","Grande_recife","FILANTRÓPICO","Jaboatao","MATERIAL MEDICO HOSPITALAR",80,0,3120,"Nao"
"Pregão","Grande_recife","SUS","Olinda","MATERIAL MEDICO HOSPITALAR",12000,0,8880,"Nao"
"Outros","Zona_da_mata","SUS","Olinda","MEDICAMENTOS",60,0,"32.4","Sim"
"Outros","Agreste","PRIVADO","Recife","MEDICAMENTOS",60,0,39,"Nao"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",2,0,"60.04","Sim"
"Outros","Agreste","SUS","JFPE","MEDICAMENTOS",84,0,"14945.28","Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",84,0,"8.4","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",50,0,"4380.5","Nao"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS CONTROLADOS",3300,0,891,"Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",80,0,"412842.4","Nao"
"Dispensa","Agreste","SUS","JEFPC","MATERIAL MEDICO HOSPITALAR",1,0,13800,"Sim"
"Dispensa","Grande_recife","SUS","Olinda","MATERIAL MEDICO HOSPITALAR",6,0,3990,"Sim"
"Dispensa","Zona_da_mata","FILANTRÓPICO","JFPE","MATERIAL MEDICO HOSPITALAR",6,0,2640,"Sim"
"Dispensa","Agreste","SUS","JFPE","MATERIAL MEDICO HOSPITALAR",12,0,"1258.8","Nao"
"Dispensa","Sertao","FILANTRÓPICO","Jaboatao","MATERIAL MEDICO HOSPITALAR",3,0,1380,"Sim"
"Dispensa","Grande_recife","SUS","Recife","MATERIAL MEDICO HOSPITALAR",3,0,555,"Nao"
"Dispensa","Zona_da_mata","NÃO INFORMADO","Recife","MATERIAL MEDICO HOSPITALAR",1,0,132,"Sim"
"Dispensa","Zona_da_mata","NÃO INFORMADO","Recife","MATERIAL MEDICO HOSPITALAR",1,0,190,"Sim"
"Dispensa","Grande_recife","SUS","TJPE","MATERIAL MEDICO HOSPITALAR",48,0,"5275.2","Sim"
"Inexigibilidade","Agreste","SUS","Recife","MEDICAMENTOS",3600,0,6984,"Nao"
"Pregão","Sertao","SUS","JEFPC","MEDICAMENTOS CONTROLADOS",10800,0,24948,"Sim"
"Pregão","Grande_recife","NÃO INFORMADO","TJPE","MEDICAMENTOS",25020,0,"220926.6","Sim"
"Dispensa","Sertao","SUS","Recife","MEDICAMENTOS",300,0,5697,"Nao"
"Inexigibilidade","Grande_recife","SUS","TJPE","MEDICAMENTOS",24,0,"875893.2","Nao"
"Pregão","Grande_recife","SUS","Jaboatao","MEDICAMENTOS",100,0,65711,"Sim"
"Dispensa","Grande_recife","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",336,0,"40716.48","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",4500,0,235620,"Nao"
"Dispensa","Zona_da_mata","SUS","Olinda","MEDICAMENTOS",60,0,"69343.8","Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",2000,0,207620,"Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",270,0,540000,"Sim"
"Pregão","Agreste","PRIVADO","JFPE","MEDICAMENTOS",7920,0,"561607.2","Nao"
"Dispensa","Agreste","SUS","Recife","MEDICAMENTOS",140,"4818.8","4818.8","Sim"
"Dispensa","Grande_recife","NÃO INFORMADO","Recife","MEDICAMENTOS",924,"5488.56","5488.56","Nao"
"Dispensa","Grande_recife","SUS","JFPE","MEDICAMENTOS",2,0,"19111.64","Nao"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",900,"40.16",9036,"Nao"
"Inexigibilidade","Agreste","FILANTRÓPICO","JEFPC","MEDICAMENTOS",168,0,"87736.32","Sim"
"Dispensa","Grande_recife","SUS","Olinda","MEDICAMENTOS",30,0,"28213.2","Sim"
"Dispensa","Zona_da_mata","SUS","JFPE","MEDICAMENTOS",270,0,"70002.9","Sim"
"Pregão","Agreste","NÃO INFORMADO","JFPE","MEDICAMENTOS",300,0,197133,"Nao"
"Outros","Sertao","SUS","Jaboatao","NUTRIÇÃO",6000,0,540,"Sim"
"Outros","Grande_recife","SUS","Recife","NUTRIÇÃO",9600,0,864,"Nao"
"Dispensa","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",7000,0,38710,"Sim"
"Dispensa","Zona_da_mata","NÃO INFORMADO","Recife","MEDICAMENTOS CONTROLADOS",9000,0,16830,"Sim"
"Dispensa","Grande_recife","SUS","TJPE","MEDICAMENTOS",150,"22240.5","22240.5","Sim"
"Inexigibilidade","Agreste","SUS","Recife","MEDICAMENTOS",27,0,"142737.66","Nao"
"Inexigibilidade","Sertao","PRIVADO","JEFPC","MEDICAMENTOS",27,0,"142737.66","Sim"
"Pregão","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",1620,0,"143807.4","Sim"
"Pregão","Sertao","SUS","Recife","MEDICAMENTOS",1260,0,"111850.2","Nao"
"Dispensa","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",608,0,"2018.56","Nao"
"Dispensa","Grande_recife","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",2700,0,26946,"Sim"
"Inexigibilidade","Grande_recife","PRIVADO","Jaboatao","MEDICAMENTOS",12,0,"100784.04","Nao"
"Inexigibilidade","Grande_recife","NÃO INFORMADO","Olinda","MEDICAMENTOS",13,0,"121728.23","Nao"
"Dispensa","Zona_da_mata","FILANTRÓPICO","Olinda","MEDICAMENTOS",240,0,"128277.6","Sim"
"Dispensa","Agreste","SUS","Recife","MEDICAMENTOS",54,0,"96209.1","Nao"
"Dispensa","Grande_recife","PRIVADO","Recife","MATERIAL MEDICO HOSPITALAR",900,0,9990,"Sim"
"Adesão","Agreste","PRIVADO","JFPE","MATERIAL MEDICO HOSPITALAR",1,0,78000,"Nao"
"Pregão","Agreste","SUS","Recife","NUTRIÇÃO",309600,0,"139939.2","Sim"
"Dispensa","Grande_recife","NÃO INFORMADO","Recife","NUTRIÇÃO",55200,0,8280,"Nao"
"Dispensa","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",18,0,"230702.22","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",180,0,"1270.8","Nao"
"Inexigibilidade","Agreste","FILANTRÓPICO","JEFPC","MEDICAMENTOS",10,0,"25549.3","Sim"
"Dispensa","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS",240,0,"2140.8","Sim"
"Dispensa","Zona_da_mata","SUS","JFPE","MEDICAMENTOS",600,0,6000,"Sim"
"Pregão","Agreste","SUS","JFPE","MEDICAMENTOS CONTROLADOS",27120,0,"20068.8","Nao"
"Dispensa","Sertao","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",600,"33.12",1656,"Sim"
"Pregão","Grande_recife","PRIVADO","Recife","NUTRIÇÃO",82800,0,"79736.4","Nao"
"Pregão","Zona_da_mata","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",7000,96,67200,"Sim"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS",20,0,"10.4","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",60,0,114,"Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",60,0,2145,"Nao"
"Outros","Sertao","SUS","JEFPC","MEDICAMENTOS",90,0,"37.8","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",26,0,"19.76","Sim"
"Outros","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS",30,0,"1563.3","Nao"
"Outros","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",30,0,"155.4","Nao"
"Outros","Zona_da_mata","SUS","Jaboatao","MEDICAMENTOS",40,0,"70.8","Sim"
"Outros","Agreste","PRIVADO","Jaboatao","MEDICAMENTOS",180,0,"102.6","Nao"
"Outros","Sertao","SUS","Olinda","MEDICAMENTOS",5,0,"92.3","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",56,0,"141.68","Sim"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS",168,0,15120,"Nao"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",60,0,"2.4","Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS",80,0,"468.8","Nao"
"Adesão","Agreste","SUS","Recife","MATERIAL MEDICO HOSPITALAR",1,0,78000,"Sim"
"Pregão","Sertao","SUS","Recife","MATERIAL MEDICO HOSPITALAR",3120,0,35256,"Nao"
"Inexigibilidade","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",18,0,"94946.94","Nao"
"Adesão","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS",6,0,"2298.24","Nao"
"Pregão","Grande_recife","NÃO INFORMADO","JEFPC","MEDICAMENTOS",60,0,"206.4","Sim"
"Pregão","Grande_recife","SUS","Olinda","MEDICAMENTOS",3600,0,9000,"Sim"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS",50,2000,2000,"Sim"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS",300,0,1532331,"Nao"
"Pregão","Zona_da_mata","PRIVADO","Jaboatao","NUTRIÇÃO",103200,0,51084,"Sim"
"Inexigibilidade","Agreste","NÃO INFORMADO","Recife","MEDICAMENTOS",8,0,"67189.36","Nao"
"Dispensa","Grande_recife","FILANTRÓPICO","Recife","MEDICAMENTOS",720,0,"37699.2","Sim"
"Adesão","Agreste","SUS","Recife","MEDICAMENTOS",120000,0,2193600,"Sim"
,"Agreste","FILANTRÓPICO","TJPE","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS",1,0,"1488.6855","Sim"
"Pregão","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",1574,"42.84","4816.44","Nao"
"Pregão","Grande_recife","PRIVADO","JEFPC","MEDICAMENTOS",2400,0,720,"Sim"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS CONTROLADOS",900,0,324,"Sim"
"Pregão","Agreste","SUS","Recife","MEDICAMENTOS",18,0,"20317.86","Nao"
"Pregão","Grande_recife","SUS","TJPE","MATERIAL MEDICO HOSPITALAR",160000,81600,81600,"Nao"
"Pregão","Zona_da_mata","PRIVADO","Jaboatao","MEDICAMENTOS",40,0,"18034.4","Sim"
"Outros","Agreste","SUS","Jaboatao","MEDICAMENTOS",20,0,3669,"Nao"
"Outros","Sertao","SUS","Olinda","MATERIAL MEDICO HOSPITALAR",19,0,"6749.9704","Nao"
"Adesão","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS CONTROLADOS",110,0,"2352.9","Sim"
"Adesão","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",1200,0,48,"Nao"
"Adesão","Zona_da_mata","SUS","Recife","MEDICAMENTOS CONTROLADOS",1200,0,552,"Sim"
"Adesão","Grande_recife","NÃO INFORMADO","JFPE","MEDICAMENTOS",3360,0,"1747.2","Nao"
"Pregão","Agreste","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",300,0,1413,"Sim"
"Outros","Sertao","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",90,0,"116.1","Nao"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","EQUIPAMENTOS HOSPITALARES / MOBILIÁRIOS",1,0,"1488.6855","Nao"
"Inexigibilidade","Sertao","PRIVADO","Recife","MEDICAMENTOS",150,0,"751951.5","Nao"
"Outros","Grande_recife","NÃO INFORMADO","JEFPC","MEDICAMENTOS",60,0,"38.4","Sim"
"Outros","Grande_recife","PRIVADO","Olinda","MEDICAMENTOS",90,0,"2779.2","Sim"
"Dispensa","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",24,0,"311930.16","Sim"
"Outros","Grande_recife","SUS","JFPE","NUTRIÇÃO",30000,0,1800,"Nao"
"Outros","Zona_da_mata","PRIVADO","Jaboatao","MEDICAMENTOS",30,0,"4775.1","Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",60,0,6120,"Nao"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",262,0,2620,"Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",60,0,"83.4","Sim"
"Outros","Agreste","FILANTRÓPICO","TJPE","MEDICAMENTOS CONTROLADOS",250,0,145,"Sim"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",6,0,"38.34","Nao"
"Outros","Grande_recife","PRIVADO","JEFPC","MATERIAL MEDICO HOSPITALAR",24,0,420,"Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",5,0,"5098.6","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",2,0,"75.86","Nao"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",96,0,"23.04","Nao"
"Outros","Zona_da_mata","SUS","Jaboatao","NUTRIÇÃO",6000,0,1440,"Sim"
"Outros","Agreste","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",42,0,"124902.12","Nao"
"Outros","Sertao","FILANTRÓPICO","Olinda","MEDICAMENTOS",66,0,"21007.8","Nao"
"Outros","Grande_recife","SUS","Olinda","MEDICAMENTOS",22,0,"65329.88","Sim"
"Dispensa","Zona_da_mata","SUS","Recife","MEDICAMENTOS",8,0,"9322.8","Nao"
"Dispensa","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",70,0,"670964.7","Sim"
"Dispensa","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",6000,0,18240,"Nao"
"Inexigibilidade","Agreste","SUS","Recife","MEDICAMENTOS",54,0,"453528.18","Sim"
"Inexigibilidade","Sertao","SUS","Recife","MEDICAMENTOS",700,0,922509,"Nao"
"Dispensa","Grande_recife","FILANTRÓPICO","JFPE","NUTRIÇÃO",28800,0,12960,"Nao"
"Adesão","Sertao","SUS","Recife","MEDICAMENTOS CONTROLADOS",5100,0,7344,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS",2100,0,289632,"Sim"
"Outros","Grande_recife","SUS","Olinda","MATERIAL MEDICO HOSPITALAR",90,0,"91.8","Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",30,0,"111.9","Sim"
"Outros","Grande_recife","SUS","JFPE","NUTRIÇÃO",3600,0,216,"Nao"
"Adesão","Zona_da_mata","FILANTRÓPICO","Jaboatao","NUTRIÇÃO",24000,0,12000,"Sim"
"Dispensa","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS CONTROLADOS",2160,"10195.2","10195.2","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Recife","NUTRIÇÃO",45600,0,4104,"Sim"
"Adesão","Agreste","SUS","Recife","MEDICAMENTOS",720,0,"99525.6","Sim"
"Adesão","Agreste","SUS","TJPE","MEDICAMENTOS CONTROLADOS",4500,0,11160,"Sim"
"Pregão","Grande_recife","SUS","Recife","NUTRIÇÃO",3000,0,210,"Nao"
"Pregão","Grande_recife","FILANTRÓPICO","JEFPC","NUTRIÇÃO",52800,0,"3801.6","Sim"
"Adesão","Grande_recife","SUS","TJPE","MEDICAMENTOS",10,0,1790,"Sim"
"Adesão","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",1440,"2273.88","272865.6","Nao"
"Outros","Grande_recife","PRIVADO","TJPE","NUTRIÇÃO",84,0,2940,"Nao"
"Outros","Zona_da_mata","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",30,0,"591.3","Sim"
"Outros","Agreste","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",120,0,"88.8","Nao"
"Outros","Sertao","NÃO INFORMADO","Olinda","MEDICAMENTOS",90,0,"398.7","Nao"
"Outros","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS",180,0,"93.6","Sim"
"Outros","Zona_da_mata","PRIVADO","Recife","MEDICAMENTOS",600,0,180,"Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Recife","MEDICAMENTOS",280,0,"1590.4","Sim"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS",56,0,"141.68","Nao"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS CONTROLADOS",180,0,207,"Sim"
"Outros","Sertao","SUS","Recife","MEDICAMENTOS CONTROLADOS",180,0,"142.2","Nao"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS",28,0,"44.52","Nao"
"Dispensa","Sertao","NÃO INFORMADO","Recife","MEDICAMENTOS",12,"107666.24","161499.36","Nao"
"Dispensa","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS",16,"645998.28","861331.04","Sim"
"Pregão","Grande_recife","SUS","Olinda","MEDICAMENTOS",26040,0,1781136,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",180,0,90,"Sim"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS",60,0,"31.2","Nao"
"Outros","Zona_da_mata","PRIVADO","Jaboatao","MEDICAMENTOS",2,0,"250.32","Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",40,0,"1136.4","Nao"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",120,0,"1059.6","Sim"
"Outros","Agreste","SUS","Recife","MEDICAMENTOS",2,0,1348,"Sim"
"Outros","Agreste","PRIVADO","TJPE","MEDICAMENTOS",1,0,"10572.98","Sim"
"Outros","Grande_recife","SUS","Recife","MEDICAMENTOS",120,0,"28.8","Nao"
"Outros","Grande_recife","FILANTRÓPICO","JEFPC","MEDICAMENTOS",32,0,"18.56","Sim"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS CONTROLADOS",60,0,42,"Sim"
"Inexigibilidade","Agreste","SUS","Recife","MEDICAMENTOS",375,0,485520,"Nao"
"Dispensa","Grande_recife","NÃO INFORMADO","TJPE","MEDICAMENTOS",48,0,"305876.16","Nao"
"Dispensa","Zona_da_mata","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",12,0,"30587.52","Sim"
"Outros","Agreste","PRIVADO","Jaboatao","MEDICAMENTOS CONTROLADOS",200,0,116,"Nao"
"Dispensa","Sertao","FILANTRÓPICO","Olinda","MEDICAMENTOS",468,0,"332996.04","Nao"
"Pregão","Grande_recife","FILANTRÓPICO","Olinda","MEDICAMENTOS CONTROLADOS",2700,6642,6642,"Sim"
"Pregão","Zona_da_mata","NÃO INFORMADO","Recife","MEDICAMENTOS CONTROLADOS",240,0,"1694.4","Nao"
"Adesão","Zona_da_mata","SUS","Recife","MEDICAMENTOS",360,0,"18849.6","Sim"
"Pregão","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",86,"97074.22","97074.22","Nao"
"Pregão","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",360,0,"72363.6","Sim"
"Outros","Sertao","PRIVADO","Recife","MEDICAMENTOS CONTROLADOS",28,0,"204.12","Nao"
"Outros","Grande_recife","SUS","JFPE","MEDICAMENTOS CONTROLADOS",168,0,"183.12","Nao"
"Outros","Sertao","FILANTRÓPICO","Recife","NUTRIÇÃO",72000,0,33120,"Nao"
"Outros","Grande_recife","SUS","JEFPC","NUTRIÇÃO",124800,0,16224,"Sim"
"Outros","Grande_recife","SUS","Olinda","MEDICAMENTOS",120,0,"1059.6","Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS",1,0,"11917.34","Sim"
"Outros","Grande_recife","PRIVADO","JFPE","MEDICAMENTOS",270,0,"264.6","Nao"
"Outros","Zona_da_mata","PRIVADO","Jaboatao","MEDICAMENTOS",60,0,"4.2","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",70,0,"7291.2","Nao"
"Outros","Grande_recife","PRIVADO","Recife","MEDICAMENTOS",60,0,"31.2","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",6,0,"2298.24","Sim"
"Outros","Agreste","SUS","TJPE","MEDICAMENTOS CONTROLADOS",210,0,231,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",5,0,"87.5","Nao"
"Outros","Grande_recife","SUS","JEFPC","MEDICAMENTOS",1,0,"37.93","Sim"
"Outros","Grande_recife","FILANTRÓPICO","TJPE","MEDICAMENTOS",630,0,"11516.4","Sim"
"Outros","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",60,0,"49.8","Nao"
"Outros","Grande_recife","SUS","TJPE","MEDICAMENTOS",90,0,"4450.5","Nao"
"Outros","Zona_da_mata","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",7,0,"2228.1","Sim"
"Outros","Agreste","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",45,0,"4436.1","Nao"
"Outros","Sertao","FILANTRÓPICO","Olinda","MEDICAMENTOS",30,0,"553.8","Nao"
"Outros","Grande_recife","NÃO INFORMADO","Olinda","MEDICAMENTOS",15,0,"161.4","Sim"
"Outros","Zona_da_mata","NÃO INFORMADO","Recife","MEDICAMENTOS",140,0,266,"Nao"
"Outros","Zona_da_mata","SUS","Recife","MEDICAMENTOS CONTROLADOS",800,0,32,"Sim"
"Outros","Grande_recife","FILANTRÓPICO","JFPE","MEDICAMENTOS CONTROLADOS",900,0,522,"Nao"
"Adesão","Agreste","PRIVADO","Recife","MEDICAMENTOS",360,0,"49762.8","Sim"
"Adesão","Sertao","SUS","Recife","MEDICAMENTOS",5040,0,"263894.4","Nao"
"Pregão","Grande_recife","SUS","JFPE","MEDICAMENTOS",860,0,"611915.8","Nao"
"Pregão","Sertao","SUS","Recife","MEDICAMENTOS",45840,0,3135456,"Nao"
"Pregão","Grande_recife","SUS","JEFPC","MEDICAMENTOS",72,0,"105773.04","Sim"
"Pregão","Grande_recife","SUS","Olinda","MEDICAMENTOS",236,"156328.2","175683.12","Sim"
"Dispensa","Grande_recife","SUS","JFPE","MEDICAMENTOS",3240,0,"518043.6","Sim"
"Adesão","Grande_recife","SUS","JFPE","MEDICAMENTOS CONTROLADOS",1200,0,864,"Nao"
"Pregão","Zona_da_mata","NÃO INFORMADO","Jaboatao","MEDICAMENTOS",31800,0,2246034,"Sim"
"Pregão","Agreste","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",12200,0,"12673.36","Nao"
"Pregão","Grande_recife","SUS","Recife","MATERIAL MEDICO HOSPITALAR",75000,49500,49500,"Sim"
"Pregão","Agreste","FILANTRÓPICO","Recife","MATERIAL MEDICO HOSPITALAR",225000,135000,135000,"Sim"
"Pregão","Agreste","SUS","TJPE","MEDICAMENTOS",6,0,"38234.52","Sim"
"Pregão","Grande_recife","SUS","Recife","MEDICAMENTOS",18,0,"114703.56","Nao"
"Pregão","Grande_recife","PRIVADO","JEFPC","MEDICAMENTOS",315,"2790.75","58605.75","Sim"
"Pregão","Grande_recife","PRIVADO","TJPE","MEDICAMENTOS",9,0,"75957.48","Sim"
"Pregão","Agreste","FILANTRÓPICO","Recife","MEDICAMENTOS",945,"2790.75","175817.25","Nao"
"Pregão","Grande_recife","SUS","TJPE","MEDICAMENTOS",3,0,"25319.16","Nao"
"Outros","Zona_da_mata","SUS","Jaboatao","MEDICAMENTOS CONTROLADOS",60,0,"423.6","Sim"
"Outros","Agreste","FILANTRÓPICO","Jaboatao","MEDICAMENTOS",60,0,"7.2","Nao"
"Outros","Sertao","SUS","Olinda","MEDICAMENTOS",120,0,"91.2","Nao"
"Outros","Grande_recife","SUS","Olinda","MEDICAMENTOS",120,0,"39.6","Sim"
